Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,Founded,category
BatteryPool,Automotive,Early Stage,111909478.7413793,Pune,2021,2018.0,Autommotive $ Transportation
AgNext,AgriTech,Series A to Series H,21000000.0,Chandigarh,2021,2016.0,Technology
Xpresslane,Tech startup,Early Stage,400000.0,Bangalore,2021,2019.0,Technology
LoanKuber,Digital mortgage,Early Stage,1200000.0,New Delhi,2021,2016.0,Other
OYO,Hospitality,Series A to Series H,5000000.0,Gurugram,2021,2013.0,Other
Rapido,Information Technology & Services,unknown,52000000.0,Bangalore,2021,2015.0,Technology
YPay,FinTech,unknown,400000.0,Noida,2021,2017.0,Technology
SleepyCat,Furniture,unknown,3800000.0,Mumbai,2021,2017.0,Other
Ultrahuman,Healthcare,unknown,17500000.0,Bangalore,2021,2020.0,Healthcare
UpScalio,E-commerce,unknown,42000000.0,Gurugram,2021,2021.0,E-Commerce & Marketplace
Yellow Class,EdTech,unknown,6000000.0,Gurugram,2021,2020.0,Technology
Yojak,B2B marketplace,unknown,3800000.0,Gurugram,2021,2019.0,E-Commerce & Marketplace
CreatorStack,Computer software,unknown,2000000.0,Bangalore,2021,2019.0,Technology
Expertrons,EdTech,unknown,2300000.0,Mumbai,2021,2019.0,Technology
Rage Coffee,Food & Beverages,unknown,5000000.0,New Delhi,2021,2018.0,Food & Agriculture
Klub,Financial Services,unknown,20000000.0,Bangalore,2021,2019.0,Consulting & Services
Navia Life Care,Healtcare,unknown,1000000.0,New Delhi,2021,2016.0,Other
1K Kirana Bazaar,Retail,unknown,7000000.0,Gurugram,2021,2018.0,Other
Zupee,Gaming,unknown,30000000.0,Gurugram,2021,2018.0,Other
Locale.ai,Location Analytics,unknown,1000000.0,Bangalore,2021,2019.0,Other
VerSe Innovation,Media,unknown,450000000.0,Bangalore,2021,2018.0,Other
MetroRide,Transportation,unknown,111909478.7413793,Bangalore,2021,2020.0,Autommotive $ Transportation
Miko,Consumer Electronics,unknown,28000000.0,Mumbai,2021,2015.0,Other
Whiz League,EdTech,unknown,300000.0,New Delhi,2021,2020.0,Technology
Hash,Tobacco,unknown,3500000.0,New Delhi,2021,2020.0,Other
Unacademy,EdTech,unknown,111909478.7413793,Bangalore,2021,2015.0,Technology
Log 9 Materials,Deeptech,Series A to Series H,8500000.0,Bangalore,2021,2014.0,Technology
upGrad,EdTech,unknown,25000000.0,Mumbai,2021,2015.0,Technology
FlashPrep,EdTech,Early Stage,500000.0,Bangalore,2021,2020.0,Technology
Kenko Health,Insuretech,Early Stage,1700000.0,Mumbai,2021,2019.0,Technology
Wiz Freight,Logistics & Supply Chain,Early Stage,3500000.0,Chennai,2021,2020.0,Autommotive $ Transportation
Credgenics,Financial Services,Series A to Series H,25000000.0,New Delhi,2021,2018.0,Consulting & Services
BlueLearn,EdTech,Early Stage,400000.0,Goa,2021,2020.0,Technology
NimbleBox.ai,MLOps platform,Early Stage,1000000.0,Chennai,2021,2018.0,Other
Pickrr,Logistics & Supply Chain,Series A to Series H,12000000.0,Gurugram,2021,2015.0,Autommotive $ Transportation
Stellaris Venture Partners,Venture Capital,unknown,225000000.0,Bangalore,2021,2015.0,Other
Grip Invest,Financial Services,Series A to Series H,3000000.0,Gurugram,2021,2020.0,Consulting & Services
Heads Up For Tails,Pet care,Series A to Series H,37000000.0,New Delhi,2021,2008.0,Other
Blue Tokai Coffee Roasters,Food & Beverages,Early Stage,2000000.0,New Delhi,2021,2012.0,Food & Agriculture
Neeman,Consumer Goods,Series A to Series H,2000000.0,Hyderabad,2021,2017.0,Other
BharatPe,FinTech,Series A to Series H,370000000.0,New Delhi,2021,2018.0,Technology
GoSats,FinTech,Early Stage,700000.0,Bangalore,2021,2020.0,Technology
StockGro,FinTech,Early Stage,5000000.0,Bangalore,2021,2020.0,Technology
Onsurity,Healthcare,Series A to Series H,16000000.0,Bangalore,2021,2020.0,Healthcare
Khabri,Media,Early Stage,2000000.0,Gurugram,2021,2017.0,Other
Celcius,Logistics,unknown,500000.0,Mumbai,2021,2020.0,Autommotive $ Transportation
AyuRythm,Healthcare,Early Stage,111909478.7413793,Bangalore,2021,2017.0,Healthcare
Enguru,EdTech,Early Stage,111909478.7413793,Bangalore,2021,2014.0,Technology
Rocket Skills,EdTech,Early Stage,200000.0,Gurugram,2021,2020.0,Technology
RenewBuy,FinTech,Series A to Series H,10000000.0,Gurugram,2021,2015.0,Technology
Faarms,AgriTech,Early Stage,2000000.0,Bangalore,2021,2020.0,Technology
UrbanMatrix Technologies,Drone,unknown,100000.0,Chennai,2021,2019.0,Other
Jupiter,Banking,Series A to Series H,44000000.0,Mumbai,2021,2019.0,Finance $ Banking
Pixuate,Deeptech,Early Stage,1000000.0,Bangalore,2021,2012.0,Technology
Playo,SportsTech,Early Stage,500000.0,Bangalore,2021,2014.0,Technology
Toothsi,Health,Series A to Series H,20000000.0,Mumbai,2021,2018.0,Healthcare
Soothe Healthcare,Consumer Goods,Series A to Series H,10000000.0,New Delhi,2021,2012.0,Other
Goodmeetings,Computer software,Series A to Series H,1700000.0,Bangalore,2021,2020.0,Technology
Apnaklub,Wholesale,Early Stage,3500000.0,Bangalore,2021,2020.0,Other
ChefKart,Consumer Goods,Early Stage,300000.0,Gurugram,2021,2020.0,Other
Fashinza,Apparel & Fashion,Series A to Series H,20000000.0,Gurugram,2021,2020.0,Other
Fabheads,Industrial Automation,Early Stage,111909478.7413793,Chennai,2021,2015.0,Autommotive $ Transportation
QuickShift,Logistics & Supply Chain,Early Stage,770000.0,Pune,2021,2016.0,Autommotive $ Transportation
StackBOX,Logistics & Supply Chain,unknown,1200000.0,Bangalore,2021,2016.0,Autommotive $ Transportation
MedPrime Technologies,Healthcare,Early Stage,111909478.7413793,Thane,2021,2014.0,Healthcare
infra.market,Construction,Series A to Series H,125000000.0,Thane,2021,2016.0,Other
CollegeDekho,E-learning,Series A to Series H,35000000.0,Gurgaon,2021,2015.0,Other
BOX8,Food & Beverages,unknown,40000000.0,Mumbai,2021,2012.0,Food & Agriculture
Simpl,Consumer Services,Series A to Series H,40000000.0,Bangalore,2021,2015.0,Consulting & Services
8i Ventures,Venture Capital & Private Equity,unknown,50000000.0,Mumbai,2021,2018.0,Other
PayGlocal,Financial Services,Series A to Series H,4900000.0,Bangalore,2021,2021.0,Consulting & Services
Curefit,Health,unknown,145000000.0,Bangalore,2021,2016.0,Healthcare
Pocket FM,OTT,Series A to Series H,22000000.0,Bangalore,2021,2018.0,Other
CHARGE+ZONE,Automotive,unknown,10000000.0,Vadodara,2021,2018.0,Autommotive $ Transportation
PlanetSpark,Education Management,Series A to Series H,13000000.0,Gurugram,2021,2017.0,Other
LenDenClub,Financial Services,Series A to Series H,10000000.0,Mumbai,2021,2015.0,Consulting & Services
CometChat,Computer Software,Series A to Series H,10000000.0,Mumbai,2021,2009.0,Technology
AgroStar,AgriTech,Series A to Series H,70000000.0,Pune,2021,2013.0,Technology
Bizongo,Information Technology & Services,Series A to Series H,100000000.0,Mumbai,2021,2015.0,Technology
Probus Insurance,Insurance,unknown,6700000.0,Mumbai,2021,2002.0,Finance $ Banking
MoEngage,Software Startup,Series A to Series H,30000000.0,Bangalore,2021,2014.0,Technology
CloudSEK,Computer & Network Security,Series A to Series H,7000000.0,Bangalore,2021,2015.0,Other
Exponent Energy,Automotive,Early Stage,5000000.0,Bangalore,2021,2020.0,Autommotive $ Transportation
Trinkerr,Capital Markets,Series A to Series H,6600000.0,Bangalore,2021,2021.0,E-Commerce & Marketplace
Zorro,Social network,Early Stage,32000000.0,Gurugram,2021,2021.0,Other
Ultraviolette,Automotive,Series A to Series H,150000000.0,Bangalore,2021,2021.0,Autommotive $ Transportation
NephroPlus,Hospital & Health Care,Series A to Series H,24000000.0,Hyderabad,2021,2009.0,Healthcare
Unremot,Information Technology & Services,Early Stage,700000.0,Bangalore,2021,2020.0,Technology
FanAnywhere,Financial Services,Early Stage,111909478.7413793,Bangalore,2021,2021.0,Consulting & Services
PingoLearn,E-learning,unknown,200000.0,Pune,2021,2021.0,Other
Spry,Music,Early Stage,1500000.0,Mumbai,2021,2021.0,Other
Enmovil,Information Technology & Services,Early Stage,1300000.0,Hyderabad,2021,2015.0,Technology
ASQI Advisors,Financial Services,Early Stage,1000000.0,Mumbai,2021,2019.0,Consulting & Services
Insurance Samadhan,Insurance,Early Stage,725000.0,New Delhi,2021,2018.0,Finance $ Banking
Evenflow Brands,Consumer Goods,unknown,500000.0,Mumbai,2021,2020.0,Other
Fullife Healthcare,Primary Business is Development and Manufacturing of Novel Healthcare Products in Effervescent forms using imported propriety ingredients.,unknown,0.0,Pharmaceuticals	#REF!,2021,2009.0,Healthcare
MoEVing,MoEVing is Indias only Electric Mobility focused Technology Platform with a vision to accelerate EV adoption in India.,unknown,0.0,Gurugram,2021,2021.0,Technology
Pristyn Care,Hospital & Health Care,Series A to Series H,96000000.0,Gurugram,2021,2018.0,Healthcare
Plix,Health,Series A to Series H,5000000.0,Mumbai,2021,2018.0,Healthcare
Uni Cards,Financial Services,Series A to Series H,70000000.0,Bangalore,2021,2020.0,Consulting & Services
Practically,E-learning,unknown,5000000.0,Hyderabad,2021,2018.0,Other
Nestasia,Retail,Series A to Series H,4000000.0,Kolkata,2021,2018.0,Other
Vedic Cosmeceuticals,Cosmetics,Series A to Series H,32000000.0,Noida,2021,2002.0,Other
Juspay,FinTech,Series A to Series H,60000000.0,Bangalore,2021,2012.0,Technology
TranZact,Information Technology & Services,Series A to Series H,7000000.0,Mumbai,2021,2017.0,Technology
Atomberg,Consumer Electronics,unknown,20000000.0,Mumbai,2021,2012.0,Other
Ola,Mobility,unknown,500000000.0,Bangalore,2021,2010.0,Other
Mohalla Tech,Social media,Series A to Series H,266000000.0,Bangalore,2021,2015.0,Other
Stack,Financial Services,Early Stage,4500000.0,Bangalore,2021,2020.0,Consulting & Services
PropReturns,Real Estate,unknown,1200000.0,Mumbai,2021,2020.0,Real Estate $ Property
WeSkill,E-learning,Early Stage,4000000.0,Gurugram,2021,2020.0,Other
Fitpage,Health,unknown,300000.0,Mumbai,2021,2020.0,Healthcare
ShopMyLooks,Digital platform,unknown,200000.0,Noida,2021,2021.0,Other
ByteLearn,E-learning,Early Stage,9500000.0,Noida,2021,2021.0,Other
Dista,Computer Software,Early Stage,1200000.0,Pune,2021,2017.0,Technology
OfBusiness,Financial Services,unknown,325000000.0,Gurugram,2021,2015.0,Consulting & Services
Bizongo,B2B Ecommerce,Series A to Series H,100000000.0,Mumbai,2021,2015.0,E-Commerce & Marketplace
FRND,Online Media,Series A to Series H,6500000.0,Bangalore,2021,2019.0,Other
Metadome,Computer Software,Early Stage,4000000.0,Bangalore,2021,2017.0,Technology
Keka HR,Information Technology & Services,unknown,1600000.0,Hyderabad,2021,2014.0,Technology
The Gourmet Jar,Food & Beverages,unknown,150000.0,Noida,2021,2012.0,Food & Agriculture
Flo Mobility,Industrial Automation,unknown,400000.0,Bangalore,2021,2019.0,Autommotive $ Transportation
Yodacart,E-commerce,Early Stage,225000.0,Thane,2021,2019.0,E-Commerce & Marketplace
TheHouseMonk,Real Estate,unknown,5000000.0,Bangalore,2021,2019.0,Real Estate $ Property
Zepto,E-commerce,unknown,100000000.0,Bangalore,2021,2021.0,E-Commerce & Marketplace
Sirona Hygiene,Health,unknown,10000000.0,New Delhi,2021,2015.0,Healthcare
Jumbotail,B2B Ecommerce,Series A to Series H,85000000.0,Bangalore,2021,2015.0,E-Commerce & Marketplace
Captain Fresh,Logistics & Supply Chain,Series A to Series H,40000000.0,Bangalore,2021,2019.0,Autommotive $ Transportation
Deciwood,Consumer Electronics,unknown,200000.0,New Delhi,2021,2018.0,Other
Kohbee,E-learning,Early Stage,235000.0,Bangalore,2021,2019.0,Other
Perfora,Consumer Goods,Early Stage,260000.0,Gurugram,2021,2021.0,Other
Unbox Robotics,Logistics & Supply Chain,Series A to Series H,7000000.0,Pune,2021,2019.0,Autommotive $ Transportation
Ninety One,Consumer Goods,Series A to Series H,30000000.0,Ahmedabad,2021,2015.0,Other
Gobillion,Social commerce,Early Stage,2900000.0,New Delhi,2021,2020.0,E-Commerce & Marketplace
RIPPLR,Logistics & Supply Chain,Early Stage,12000000.0,Bangalore,2021,2019.0,Autommotive $ Transportation
SK Finance,Financial Services,Series A to Series H,53000000.0,Jaipur,2021,1994.0,Consulting & Services
Eggoz,Food & Beverages,Series A to Series H,3500000.0,Gurugram,2021,2017.0,Food & Agriculture
Fabriclore,Apparel & Fashion,Early Stage,700000.0,Jaipur,2021,2016.0,Other
Veefin,Information Technology & Services,unknown,3000000.0,Mumbai,2021,2010.0,Technology
Verandah,Apparel & Fashion,Early Stage,1000000.0,Mumbai,2021,2011.0,Other
Karkinos Healthcare,Hospital & Health Care,unknown,111909478.7413793,Mumbai,2021,2020.0,Healthcare
OWO Technologies,Food & Beverages,Early Stage,3000000.0,Gurugram,2021,2020.0,Food & Agriculture
EsportsXO,Mobile Games,Early Stage,1100000.0,Bangalore,2021,2020.0,Other
Zorgers,Hospital & Health Care,unknown,111909478.7413793,Mohali,2021,2013.0,Healthcare
BangDB,Computer Software,unknown,111909478.7413793,Bangalore,2021,2015.0,Technology
Neobank Jupiter,Banking,Series A to Series H,86000000.0,Mumbai,2021,2019.0,Finance $ Banking
Skippi Ice Pops,Food Production,unknown,130000.0,Hyderabad,2021,2021.0,Food & Agriculture
Glii,Dating,Early Stage,10000.0,Noida,2021,2020.0,Other
GlobalBees,E-commerce,Series A to Series H,111000000.0,New Delhi,2021,2021.0,E-Commerce & Marketplace
Mamaearth,Health,unknown,37000000.0,Gurugram,2021,2016.0,Healthcare
SecureNow,Insurance,Series A to Series H,6000000.0,Gurugram,2021,2011.0,Finance $ Banking
Vendor Infra,Construction,unknown,265000.0,Gurugram,2021,2019.0,Other
Hakuna Matata,Information Technology & Services,unknown,1000000.0,Chennai,2021,2006.0,Technology
OneCard,Financial Services,unknown,76000000.0,Pune,2021,2019.0,Consulting & Services
Doubtnut,EdTech,Series A to Series H,30000000.0,Gurugram,2021,2016.0,Technology
Hubhopper,Podcast,unknown,0.0,New Delhi,2021,2015.0,Other
Infra.Market,Construction,Series A to Series H,100000000.0,Thane,2021,2016.0,Other
Comofi Medtech,HeathTech,unknown,200000.0,Bangalore,2021,2017.0,Technology
Battery Smart,Battery,Early Stage,0.0,New Delhi,2021,2019.0,Other
Kutuki,EdTech,Early Stage,2000000.0,Bangalore,2021,2017.0,Technology
Onelife,Healthcare,unknown,0.0,Mumbai,2021,2019.0,Healthcare
Eupheus,EdTech,Series A to Series H,4000000.0,New Delhi,2021,2017.0,Technology
KreditBee,FinTech,Series A to Series H,75000000.0,Bangalore,2021,2018.0,Technology
Pencil,Content publishing,Early Stage,1000000.0,Mumbai,2021,2019.0,Other
Aisle,Dating,Early Stage,0.0,Bangalore,2021,2014.0,Other
Marquee Equity,FinTech,unknown,3800000.0,Mumbai,2021,2016.0,Technology
UptimeAI,AI startup,Early Stage,1500000.0,Bangalore,2021,2016.0,Other
WizKlub,EdTech,Early Stage,800000.0,Bangalore,2021,2018.0,Technology
Zolve,FinTech,Early Stage,15000000.0,Bangalore,2021,2020.0,Technology
MediBuddy,EdTech,Later Stage,3000000.0,Bangalore,2021,2000.0,Technology
Pariksha,EdTech,Early Stage,2000000.0,Pune,2021,2015.0,Technology
Express Stores,E-commerce,Early Stage,1000000.0,Gurugram,2021,2019.0,E-Commerce & Marketplace
Avataar Ventures,FinTech,unknown,100000000.0,Bangalore,2021,2019.0,Technology
Zingbus,Transportation,Early Stage,0.0,Haryana,2021,2019.0,Autommotive $ Transportation
Phable,HealthTech,Series A to Series H,12000000.0,Bangalore,2021,2017.0,Technology
Codingal,EdTech,unknown,0.0,Bangalore,2021,2020.0,Technology
Supply6,Helathcare,Early Stage,100000.0,Bangalore,2021,2018.0,Other
Swajal,Water purification,Early Stage,1600000.0,Gurugram,2021,2015.0,Other
BharatPe,FinTech,Series A to Series H,100000000.0,New Delhi,2021,2018.0,Technology
Filo,EdTech,Early Stage,260000.0,New Delhi,2021,2020.0,Technology
Method & Madness,Real Estate,Early Stage,2000000.0,Mumbai,2021,2020.0,Real Estate $ Property
EduFund,FinTech,Early Stage,300000.0,Gujarat,2021,2020.0,Technology
Pepperfry,E-commerce,Later Stage,30000000.0,Mumbai,2021,2011.0,E-Commerce & Marketplace
Zingavita,HealthTech,unknown,400000.0,Chandigarh,2021,2020.0,Technology
Hypd Store,Content commerce,Early Stage,0.0,New Delhi,2021,2020.0,E-Commerce & Marketplace
VerSe Innovation,Innovation Management,Series A to Series H,1000000000.0,Bangalore,2021,2007.0,Other
Supersourcing,Software company,Early Stage,200000.0,Indore,2021,2020.0,Technology
AutomataPi,Automation,Early Stage,400000.0,Powai,2021,2017.0,Autommotive $ Transportation
Newton School,EdTech,Series A to Series H,5000000.0,Bangalore,2021,2019.0,Technology
TenderCuts,Food Industry,unknown,15000000.0,Chennai,2021,2011.0,Food & Agriculture
Siply,FinTech,Early Stage,1000000.0,Bangalore,2021,2020.0,Technology
SarvaGram,FinTech,Series A to Series H,10000000.0,Mumbai,2021,2019.0,Technology
Unlu,Celebrity Engagement,Early Stage,1000000.0,Gurugram,2021,2020.0,Other
GlobalFair,Trading platform,Early Stage,2000000.0,Gurugram,2021,2020.0,Other
Eduvanz,FinTech,Later Stage,10000000.0,Mumbai,2021,2016.0,Technology
OwO,E-commerce,unknown,200000.0,Gurugram,2021,2020.0,E-Commerce & Marketplace
Progcap,FinTech,Later Stage,1000000.0,New Delhi,2021,2017.0,Technology
ABL Workspaces,Hospitality,Early Stage,600000.0,New Delhi,2021,2017.0,Other
Nazara Technologies,Gaming,unknown,10000000.0,Mumbai,2021,2000.0,Other
Scentials,Personal Care,unknown,6000000.0,Mumbai,2021,2018.0,Other
SplashLearn,EdTech,Series A to Series H,18000000.0,Gurugram,2021,2018.0,Technology
Maya,HealthTech,Early Stage,2200000.0,Bangalore,2021,2016.0,Technology
GoTo,Transportation,unknown,150000.0,Ghaziabad,2021,2020.0,Autommotive $ Transportation
MediBuddy,HealthTech,Series A to Series H,40000000.0,Bangalore,2021,2000.0,Technology
Zetwerk,E-commerce,Series A to Series H,120000000.0,Bangalore,2021,2018.0,E-Commerce & Marketplace
Remedico,Healthcare,unknown,500000.0,Hyderabad,2021,2017.0,Healthcare
PrepBytes,EdTech,unknown,0.0,Gurugram,2021,2019.0,Technology
SATYA MicroCapital,FinTech,unknown,20000000.0,New Delhi,2021,2017.0,Technology
YourPhysio,HealthTech,Early Stage,350000.0,Nagpur,2021,2020.0,Technology
Aviom Housing Finance,FinTech,Later Stage,1000000.0,New Delhi,2021,2016.0,Technology
Hemp Horizons,Cannabis startup,Early Stage,200000.0,Noida,2021,2017.0,Other
MPL,Gaming,unknown,95000000.0,Bangalore,2021,2018.0,Other
Koo,Blogging,Series A to Series H,4100000.0,Bangalore,2021,2020.0,Other
InnerHour,Healthcare,Series A to Series H,5200000.0,Mumbai,2021,2016.0,Healthcare
Origo,AgriTech,Later Stage,10000000.0,Gurugram,2021,2010.0,Technology
ExMyB,Consulting,Early Stage,0.0,Gurugram,2021,2018.0,Consulting & Services
Elucidata,BioTechnology,Early Stage,5000000.0,New Delhi,2021,2015.0,Technology
Saveo,HealthTech,Early Stage,4000000.0,Bangalore,2021,2019.0,Technology
Qin1,EdTech,Early Stage,0.0,Noida,2021,2019.0,Technology
DotPe,FinTech,Early Stage,8000000.0,Gurugram,2021,2019.0,Technology
Taskmo,B2B Marketplace,unknown,1400000.0,Bangalore,2021,2018.0,E-Commerce & Marketplace
MasterMentors,EdTech,unknown,1500000.0,West Bengal,2021,2019.0,Technology
KIKO TV,E-commerce,Early Stage,0.0,Mumbai,2021,2020.0,E-Commerce & Marketplace
Quali55Care,Health care,Early Stage,0.0,Mumbai,2021,2018.0,Healthcare
Ruptok,FinTech,unknown,10000000.0,New Delhi,2021,2020.0,Technology
RevFin,FinTech,unknown,0.0,New Delhi,2021,2018.0,Technology
SeeVC,Tech Startup,Early Stage,1000000.0,New Delhi,2021,2020.0,Technology
Junio,EdTech,unknown,1000000.0,New Delhi,2021,2020.0,Technology
VenWiz,B2B service,Early Stage,300000.0,Bangalore,2021,2020.0,Other
Vista Rooms,Hospitality,unknown,1000000.0,Mumbai,2021,2015.0,Other
Makers Hive,Tech Startup,unknown,9000000.0,Hyderabad,2021,2018.0,Technology
Headfone,Social audio,Early Stage,3000000.0,Bangalore,2021,2017.0,Other
Zouk,Fashion and lifestyle,Early Stage,0.0,Mumbai,2021,2016.0,Other
MPL,Gaming,unknown,5000000.0,Bangalore,2021,2018.0,Other
GrowFix,FinTech,Early Stage,2000000.0,Bangalore,2021,2020.0,Technology
Bombay Shaving Company,Fashion and lifestyle,unknown,6000000.0,New Delhi,2021,2016.0,Other
Dunzo,Delivery service,Series A to Series H,40000000.0,Bangalore,2021,2015.0,Other
BeyondSkool,EdTech,Early Stage,2000000.0,Mumbai,2021,2020.0,Technology
Mindler,EdTech,Early Stage,1000000.0,New Delhi,2021,2015.0,Technology
Fashinza,B2B Manufacturing,Early Stage,2600000.0,Gurgaon,2021,2020.0,Other
BharatPe,FinTech,Later Stage,6000000.0,New Delhi,2021,2018.0,Technology
Turnip,Gaming,Early Stage,1600000.0,Bangalore,2021,2020.0,Other
